,Name,Street,City,State,ZIP Code
58,Asheville-Buncombe Technical Community College,340 Victoria Rd,Asheville,NC,28801-4897
59,Ashland Community and Technical College,1400 College Drive,Ashland,KY,41101-3683
60,Ashland County-West Holmes Career Center,1783 State Route 60,Ashland,OH,44805-9377
61,Ashland University,401 College Avenue,Ashland,OH,44805
62,Ashtabula County Technical and Career Campus,1565 State Route 167,Jefferson,OH,44047
63,ASI Career Institute,5360 Black Horse Pike Suite 6,Turnersville,NJ,08012-1043
64,Asian American International Beauty College,7871 Westminster Blvd,Westminster,CA,92683
65,ASM Beauty World Academy,6423 Stirling Road,Davie,FL,33314
66,Asnuntuck Community College,170 Elm St,Enfield,CT,06082
67,Aspen Beauty Academy of Laurel,3535 Fort Meade Road,Laurel,MD,20724
68,Aspen University,720 S Colorado Blvd Ste 1150N,Denver,CO,80246
69,Assabet Valley Regional Technical School,215 Fitchburg St,Marlborough,MA,01752
70,Assemblies of God Theological Seminary,1435 N Glenstone Ave,Springfield,MO,65802-2131
71,Associated Technical College-Los Angeles,1670 Wilshire Blvd,Los Angeles,CA,90017-1604
72,Associated Technical College-San Diego,707 Broadway-Ste 300,San Diego,CA,92101
73,Associated Training Services,7190-C Elder Lane,Sun Prairie,WI,53590
74,Assumption College,500 Salisbury St,Worcester,MA,01609-1296
75,Assumption College for Sisters,350 Bernardsville Rd,Mendham,NJ,07945-2923
76,Astrodome Career Centers,2656 S Loop W Ste 380,Houston,TX,77054
77,ATA Career Education,"7351 Spring Hill Drive, Suite 11",Spring Hill,FL,34606
78,ATA College,10200 Linn Station Rd Ste 125,Louisville,KY,40223
79,Atelier Esthetique Institute of Esthetics,"386 Park Avenue South, Suite 1409",New York,NY,10016-8804
80,Athena Career Academy,5203 Airport Hwy,Toledo,OH,43615
81,Athenaeum of Ohio,6616 Beechmont Ave,Cincinnati,OH,45230-2091
82,Athens State University,300 N Beaty St,Athens,AL,35611
83,Athens Technical College,800 U.S. Hwy 29 North,Athens,GA,30601
84,ATI College-Norwalk,12440 Firestone Blvd Ste 2001,Norwalk,CA,90650
85,Atlanta Beauty & Barber Academy,6088 Buford Hwy,Doraville,GA,30340
86,Atlanta Institute of Music and Media,"2875 Breckinridge Blvd., Suite 700",Duluth,GA,30096
87,Atlanta Metropolitan State College,"1630 Metropolitan Parkway, SW",Atlanta,GA,30310-4448
88,Atlanta School of Massage,2 Dunwoody Park South,Atlanta,GA,30338
89,Atlanta Technical College,1560 Metropolitan Pkwy SW,Atlanta,GA,30310-4446
90,Atlanta's John Marshall Law School,"245 Peachtree Center Ave. NE, Suite 1900",Atlanta,GA,30303
91,Atlantic Beauty & Spa Academy LLC,3003 English Creek Avenue,Egg Harbor Township,NJ,08234
92,Atlantic Cape Community College,5100 Black Horse Pike,Mays Landing,NJ,08330-2699
93,Atlantic Institute of Oriental Medicine,"100 E Broward Blvd, Suite 100",Fort Lauderdale,FL,33301-3510
94,Atlantic Technical College,4700 Coconut Creek Parkway,Coconut Creek,FL,33063-3902
95,Atlantic University College,Colton St. # 9,Guaynabo,PR,00970
96,ATS Institute of Technology,325 Alpha Park Dr,Highland Heights,OH,44143
97,Auburn Career Center,8140 Auburn Rd,Concord Twp,OH,44077
98,Auburn University at Montgomery,7440 East Drive,Montgomery,AL,36117-3596
99,Augsburg College,2211 Riverside Ave,Minneapolis,MN,55454
0,Augusta Area Dietetic Internship-University Hospital,1350 Walton Way,Augusta,GA,30901-2629
1,Augusta School of Massage,608 Ponder Place Dr,Evans,GA,30809
2,Augusta Technical College,3200 Augusta Tech Drive,Augusta,GA,30906
3,Augustana College,639 38th St,Rock Island,IL,61201-2296
4,Augustana College,2001 S Summit Ave,Sioux Falls,SD,57197-0001
5,Auguste Escoffier School of Culinary Arts-Austin,6020-B Dillard Circle,Austin,TX,78752
6,Auguste Escoffier School of Culinary Arts-Boulder,"637 S Broadway, Ste H",Boulder,CO,80305
7,Aultman College of Nursing and Health Sciences,2600 6th St SW,Canton,OH,44710-1797
8,Aurora University,347 S Gladstone Ave,Aurora,IL,60506-4892
9,Austin College,900 N Grand Ave,Sherman,TX,75090-4400
10,Austin Community College District,5930 Middle Fiskville Rd,Austin,TX,78752
11,Austin Graduate School of Theology,7640 Guadalupe St,Austin,TX,78752
12,Austin Kade Academy,1646 South Woodruff Avenue,Idaho Falls,ID,83404-5540
13,Austin Peay State University,601 College St,Clarksville,TN,37044
14,Austin Presbyterian Theological Seminary,100 E 27th St,Austin,TX,78705-5711
15,Austin's School of Spa Technology,855 Central Avenue,Albany,NY,12206-1513
16,Automeca Technical College-Aguadilla,Parque Industrial La Montana Km09 Edif932,Aguadilla,PR,00605
17,Automeca Technical College-Caguas,Calle Munoz Rivera No.69,Caguas,PR,00725
18,Automeca Technical College-Ponce,Calle Villa No.452,Ponce,PR,00731
19,Automotive Training Center-Exton,114 Pickering Way,Exton,PA,19341-1310
20,Automotive Training Center-Warminster,900 Johnsville Blvd,Warminster,PA,18974
21,Autry Technology Center,1201 W Willow,Enid,OK,73703-2506
22,Avalon School of Cosmetology,1428 N McMillan St,Worthington,MN,56187
23,Avalon School of Cosmetology-Alameda,2318 Central Avenue,Alameda,CA,94501
24,Avalon School of Cosmetology-Layton,1992 W Antelope Drive,Layton,UT,84041
25,Avalon School of Cosmetology-Mesa,2111 S Alma School Rd Ste 21,Mesa,AZ,85210
26,Avalon School of Cosmetology-Phoenix,"410 E Bell Road, Suite G100",Phoenix,AZ,85022
27,Avance Beauty College,750 Beyer Way Suite B-C-D-E,San Diego,CA,92154
28,Avant Gard The School,8131 Kingston St Ste 300 - 400,Avon,IN,46123
29,Ave Maria School of Law,1025 Commons Circle,Naples,FL,34119
30,Ave Maria University,5050 Ave Maria Blvd,Ave Maria,FL,34142-9505
31,Aveda Fredric's Institute-Cincinnati,7664 Voice of America Centre Drive,West Chester,OH,45069
32,Aveda Fredric's Institute-Indianapolis,2208 East 116th Street,Carmel,IN,46032
33,Aveda Institute Phoenix,8475 S Emerald Drive,Tempe,AZ,85284
34,Aveda Institute-Baton Rouge,2834 S Sherwood Forest Blvd Ste A,Baton Rouge,LA,70816-2246
35,Aveda Institute-Boise,10222 W Fairview Ave,Boise,ID,83704-4406
36,Aveda Institute-Chapel Hill,200 W Franklin St Ste 110,Chapel Hill,NC,27516
37,Aveda Institute-Chicago,2828 N Clark St,Chicago,IL,60657
38,Aveda Institute-Columbus,1618 Neil Ave,Columbus,OH,43201
39,Aveda Institute-Covington,1355 Polders Lane,Covington,LA,70433
40,Aveda Institute-Denver,801 Kalamath,Denver,CO,80204
41,Aveda Institute-Des Moines,6905 Mills Civic Pkwy Suite 120,West Des Moines,IA,50266
42,Aveda Institute-Lafayette,2922 Johnston St,Lafayette,LA,70503-3246
43,Aveda Institute-Los Angeles,10935 Weyburn Avenue,Los Angeles,CA,90024-2808
44,Aveda Institute-Minneapolis,400 Central Ave SE,Minneapolis,MN,55414
45,Aveda Institute-New Mexico,1816 Central Ave SW,Albuquerque,NM,87104-1160
46,Aveda Institute-New York,233 Spring St,New York,NY,10013
47,Aveda Institute-Portland,325 Northwest 13th Avenue,Portland,OR,97209-3144
48,Aveda Institute-San Antonio,21003 Encino Commons Ste 121,San Antonio,TX,78259-2792
49,Aveda Institute-Tallahassee,2020 W. Pensacola St.,Tallahassee,FL,32304
50,Aveda Institute-Tucson,845 North Park Avenue,Tucson,AZ,85719-4876
51,Avenue Five Institute,8620 Burnet Rd Ste 300,Austin,TX,78757
52,Avera McKennan Hospital School of Radiologic Technology,1325 South Cliff Avenue,Sioux Falls,SD,57117-5045
53,Avera Sacred Heart Hospital,501 Summit,Yankton,SD,57078-3899
54,Averett University,420 W Main St,Danville,VA,24541
55,Averett University-Non-Traditional Programs,420 W Main St,Danville,VA,24541
56,Avi Career Training,10130-a Colvin Run Rd,Great Falls,VA,22066
57,Aviation Institute of Maintenance-Atlanta,2025 Satellite Pointe,Duluth,GA,30096
58,Aviation Institute of Maintenance-Chesapeake,2211 S Military Hwy,Chesapeake,VA,23320
59,Aviation Institute of Maintenance-Dallas,400 E. Airport Freeway,Irving,TX,75061
60,Aviation Institute of Maintenance-Houston,7651 Airport Blvd.,Houston,TX,77061
61,Aviation Institute of Maintenance-Indianapolis,7251 W. McCarty St.,Indianapolis,IN,46241
62,Aviation Institute of Maintenance-Kansas City,4100 Raytown Road,Kansas City,MO,64129
63,Aviation Institute of Maintenance-Las Vegas,5870 S. Eastern Ave.,Las Vegas,NV,89119
64,Aviation Institute of Maintenance-Manassas,10640 Davidson Place,Manassas,VA,20109
65,Aviation Institute of Maintenance-Orlando,2725 South US Highway 17/92,Casselberry,FL,32707
66,Aviation Institute of Maintenance-Philadelphia,3001 Grant Avenue,Philadelphia,PA,19114-1018
67,Aviator College of Aeronautical Science and Technology,3800 St Lucie Blvd,Fort Pierce,FL,34946
68,Avila University,11901 Wornall Rd,Kansas City,MO,64145-1698
69,AVTEC-Alaska's Institute of Technology,809 Second Avenue,Seward,AK,99664-0889
70,Award Beauty School,26 E Antietam St,Hagerstown,MD,21740-5610
71,Ayers Career College,8820 Jewella Ave,Shreveport,LA,71118
72,Azure College,1525 NW 167th Street,Miami Gardens,FL,33169-5345
73,Azusa Pacific University,901 E Alosta,Azusa,CA,91702-7000
74,Azusa Pacific University College,511 W Citrus Edge St,Glendora,CA,91740
75,B M Spurr School of Practical Nursing,800 Wheeling Ave,Glen Dale,WV,26038
76,Babel University,1833 Kalakaua Avenue #208,Honolulu,HI,96815
77,Babson College,231 Forest Street,Wellesley,MA,02457-0310
78,Bacone College,2299 Old Bacone Rd,Muskogee,OK,74403-1597
79,Bainbridge State College,2500 E Shotwell St,Bainbridge,GA,39819
80,Bais Binyomin Academy,132 Prospect St,Stamford,CT,06901
81,Bais HaMedrash and Mesivta of Baltimore,6823 Old Pimlico Road,Baltimore,MD,21209-1613
82,Bais Medrash Elyon,73 Main Street,Monsey,NY,10952
83,Bais Medrash Toras Chesed,901 Monmouth Ave,Lakewood,NJ,08701
84,Baker College Center for Graduate Studies,1116 W Bristol Rd,Flint,MI,48507
85,Baker College of Allen Park,4500 Enterprise Dr,Allen Park,MI,48101
86,Baker College of Cadillac,9600 E 13th St,Cadillac,MI,49601-9600
87,Baker College of Clinton Township,34950 Little Mack Ave,Clinton Township,MI,48035
88,Baker College of Flint,1050 West Bristol Road,Flint,MI,48507-5508
89,Baker College of Jackson,2800 Springport Rd,Jackson,MI,49202-1290
90,Baker University,615 Dearborn Street,Baldwin City,KS,66006-0065
91,Bakersfield College,1801 Panorama Dr,Bakersfield,CA,93305-1299
92,Bakke Graduate University,1013 8th Ave,Seattle,WA,98104
93,Baldwin Beauty School-North Austin,"8440 Burnet Rd., Ste 140",Austin,TX,78757-7068
94,Baldwin Beauty School-South Austin,3005 S Lamar,Austin,TX,78704-4785
95,Baldwin Park Adult & Community Education,4640 N. Maine Ave,Baldwin Park,CA,91706-4221
96,Baldwin Wallace University,275 Eastland Rd,Berea,OH,44017-2088
97,Ball State University,2000 University Ave,Muncie,IN,47306
98,Baltimore City Community College,2901 Liberty Heights Avenue,Baltimore,MD,21215-7893
99,Baltimore School of Massage-Linthicum,517 Progress Drive Suite A-L,Linthicum,MD,21090
0,Baltimore School of Massage-York,170 Red Rock Road,York,PA,17402-8046
1,Baltimore Studio of Hair Design,318 N Howard St,Baltimore,MD,21201-3444
2,Bancroft School of Massage Therapy,333 Shrewsbury St,Worcester,MA,01604
3,Bank Street College of Education,610 W 112 St,New York,NY,10025
4,Baptist Bible College,628 E Kearney,Springfield,MO,65803-3498
5,Baptist Bible College & Seminary of Pennsylvania,538 Venard Rd,Clarks Summit,PA,18411-1250
6,Baptist Health Schools-Little Rock,11900 Col Glenn Rd Ste 1000,Little Rock,AR,72210-2820
7,Baptist Health System School of Health Professions,8400 Datapoint Dr,San Antonio,TX,78229
8,Baptist Memorial College of Health Sciences,1003 Monroe Ave,Memphis,TN,38104
9,Baptist Missionary Association Theological Seminary,1530 E Pine St,Jacksonville,TX,75766-5407
10,Baptist Theological Seminary at Richmond,8040 Villa Park Drive,Henrico,VA,23228
11,Baptist University of the Americas,8019 Pan Am Expwy,San Antonio,TX,78224-1336
12,Bar Palma Beauty Careers Academy,3535 D Franklin Rd SW,Roanoke,VA,24014
13,Barber Institute of Texas,2430 South High Street Ste B4,Longview,TX,75602-3456
14,Barber School of Pittsburgh,143 Steuben St,Pittsburgh,PA,15220
15,Barclay College,607 N Kingman,Haviland,KS,67059-0288
16,Bard College,Annandale Road,Annandale-On-Hudson,NY,12504-5000
17,Bard College at Simon's Rock,84 Alford Road,Great Barrington,MA,01230-9702
18,Barnard College,3009 Broadway,New York,NY,10027-6598
19,Barnes-Jewish College Goldfarb School of Nursing,"4483 Duncan Avenue, Mailstop 90-36-697",Saint Louis,MO,63110
20,Barone Beauty Academy,501 E Third St,Williamsport,PA,17701
21,Barrett and Company School of Hair Design,973 South Main St. Kimberly Square,Nicholasville,KY,40356-2152
22,Barry University,11300 NE 2nd Ave,Miami,FL,33161-6695
23,Barstow Community College,2700 Barstow Road,Barstow,CA,92311
24,Barton College,200 E. ACC Drive,Wilson,NC,27893-7000
25,Barton County Community College,245 NE 30th Road,Great Bend,KS,67530
26,Bastyr University,14500 Juanita Drive NE,Kenmore,WA,98028-4966
27,Bates College,2 Andrews Road,Lewiston,ME,04240
28,Bates Technical College,1101 S Yakima Ave,Tacoma,WA,98405
29,Baton Rouge Community College,201 Community College Drive,Baton Rouge,LA,70806
30,Baton Rouge General Medical Center-School of Nursing,3616 North Blvd,Baton Rouge,LA,70806
31,Baton Rouge General Medical Center-School of Radiologic Technology,3616 North Street,Baton Rouge,LA,70806
32,Baton Rouge School of Computers,9352 Interline Ave,Baton Rouge,LA,70809
33,Bauder College,"384 Northyards Blvd., Suite 190",Atlanta,GA,30313
34,Bay Area Medical Academy,530 Bush Street #201,San Francisco,CA,94108-3623
35,Bay de Noc Community College,2001 N Lincoln Road,Escanaba,MI,49829-2511
36,Bay Mills Community College,12214 W Lakeshore Dr,Brimley,MI,49715
37,Bay Path University,588 Longmeadow Street,Longmeadow,MA,01106
38,Bay State College,31 St. James Avenue,Boston,MA,02116
39,Bay State School of Technology,225 Turnpike St,Canton,MA,02021-2358
40,Baylor College of Medicine,One Baylor Plaza,Houston,TX,77030-3498
41,Baylor University,500 Speight Ave.,Waco,TX,76798
42,Bayshire Academy of Beauty Craft Inc,917 Saginaw St,Bay City,MI,48708-5614
43,Beacon College,105 E Main St,Leesburg,FL,34748
44,Beal College,99 Farm Road,Bangor,ME,04401
45,Beau Monde College of Hair Design,1221 SW 12th Avenue,Portland,OR,97205
46,Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,2201 Lloyd Center,Portland,OR,97232-1315
47,Beaufort County Community College,5337 US Highway 264 East,Washington,NC,27889
48,Beaumont Adult School,1575 Cherry Ave,Beaumont,CA,92223
49,Beautiful You School of Nail Technology,1830 North Main Street,Cedar City,UT,84721
50,Beauty Academy,208 S Wenatchee Ave,Wenatchee,WA,98801
51,Beauty Academy of South Florida,9800 NW 77 Avenue,Hialeah Gardens,FL,33016-2421
52,Beauty Anatomy Institute of Cosmetology and Wellness,1901 North Federal Highway #201,Pompano Beach,FL,33062-1000
53,Beauty and Health Institute,11309 CountryWay Boulevard,Tampa,FL,33626-2610
54,Beauty College of America,1171 Main Street,Forest Park,GA,30297-1443
55,Beauty School of Middletown,225 Dolson Ave,Middletown,NY,10940
56,Beauty Schools of America,1011 5th Street,Miami Beach,FL,33139-6504
57,Beauty Schools of America-Hialeah,1060 West 49th Street,Hialeah,FL,33012-3322
58,Beauty Schools of America-Homestead,600 NE 22 Terrace #108,Homestead,FL,33030
59,Beauty Schools of America-Miami,1176 SW 67th Avenue,Miami,FL,33144-4700
60,Beauty Schools of America-North Miami Beach,1813 NE 163rd Street,North Miami Beach,FL,33162
61,Beauty Technical College Inc,605 E. Downing Street,Tahlequah,OK,74465
62,Beaver Falls Beauty Academy,720 13th St,Beaver Falls,PA,15010-4208
63,Becker College,61 Sever St,Worcester,MA,01609-2165
64,Beckfield College-Florence,16 Spiral Drive,Florence,KY,41042
65,Beckfield College-Tri-County,225 Pictoria Drive,Springdale,OH,45246
66,Beis Medrash Heichal Dovid,257 Beach 17th St,Far Rockaway,NY,11691
67,Bel-Rea Institute of Animal Technology,1681 S Dayton St,Denver,CO,80247
68,Belanger School of Nursing,650 McClellan St,Schenectady,NY,12304
69,Belhaven University,1500 Peachtree St,Jackson,MS,39202
70,Bell Mar Beauty College,5717 W. Cermak Road,Cicero,IL,60804
71,Bella Capelli Academy,151 Wyngate Drive,Monroeville,PA,15146-2388
72,Bella Cosmetology College,410 West Broadway St.,Winnsboro,TX,75494
73,Bellarmine University,2001 Newburg Rd,Louisville,KY,40205-0671
74,Belle Academy of Cosmetology,27A South Commons Road,Waterbury,CT,06704-1035
75,Bellefonte Academy of Beauty,420 Belfont St,Russell,KY,41169
76,Bellevue College,3000 Landerholm Cir SE,Bellevue,WA,98007-6484
77,Bellevue University,1000 Galvin Rd S,Bellevue,NE,68005-3098
78,Bellin College,3201 Eaton Road,Green Bay,WI,54311
79,Bellingham Technical College,3028 Lindbergh Ave,Bellingham,WA,98225-1599
80,Bellus Academy,1130 Westloop Place,Manhattan,KS,66502-2838
81,Bellus Academy-El Cajon,1073 E Main St,El Cajon,CA,92021
82,Bellus Academy-National City,1520 East Plaza Blvd,National City,CA,91950
83,Bellus Academy-Poway,13266 Poway Rd,Poway,CA,92064
84,Belmont Abbey College,100 Belmont-Mt Holly Road,Belmont,NC,28012-1802
85,Belmont College,120 Fox Shannon Place,Saint Clairsville,OH,43950
86,Belmont University,1900 Belmont Blvd,Nashville,TN,37212-3757
87,Beloit College,700 College St,Beloit,WI,53511-5595
88,Bemidji State University,1500 Birchmont Dr,Bemidji,MN,56601
89,Ben Franklin Career Center,500 28th St,Dunbar,WV,25064
90,Benedict College,1600 Harden Street,Columbia,SC,29204-1086
91,Benedictine College,1020 N 2nd St,Atchison,KS,66002-1499
92,Benedictine University,5700 College Rd,Lisle,IL,60532-0900
93,Benes International School of Beauty,7027 US Hwy 19,New Port Richey,FL,34652
94,Benjamin Franklin Institute of Technology,41 Berkeley St,Boston,MA,02116
95,Bennett Career Institute,700 Monroe Street N.E.,Washington,DC,20017
96,Bennett College,900 E Washington St,Greensboro,NC,27401-3239
97,Bennington College,One College Drive,Bennington,VT,05201-6003
98,Bentley University,175 Forest St,Waltham,MA,02452-4705
99,Berea College,101 Chestnut Street,Berea,KY,40404-2182
